source,target,follower_count
715901816857358336,1578558322055127043,
715901816857358336,1354542291923439622,
715901816857358336,1578482103276244993,
715901816857358336,777974375882436608,
715901816857358336,1559597750395756544,
715901816857358336,3383047034,
715901816857358336,880132317989261314,
715901816857358336,995948924534960128,
715901816857358336,1122429216,
715901816857358336,1575630648626548736,
715901816857358336,2542941786,
715901816857358336,1531514812219392005,
715901816857358336,21562604,
715901816857358336,487187032,
715901816857358336,2950039388,
715901816857358336,125688099,
715901816857358336,2576178739,
715901816857358336,6476782,
715901816857358336,1329132849908174849,
715901816857358336,779399252804005890,
715901816857358336,1228760421739294720,
715901816857358336,877658452884979712,
715901816857358336,25091371,
715901816857358336,2934866730,
715901816857358336,35436867,
715901816857358336,1368547459656347649,
715901816857358336,901146377811513344,
715901816857358336,1279804526329880576,
715901816857358336,1493287756914884608,
715901816857358336,2257236704,
715901816857358336,1576947341311213570,
715901816857358336,259017464,
715901816857358336,1166018454920581121,
715901816857358336,1577753915793309696,
715901816857358336,711986827,
715901816857358336,989080526719016960,
715901816857358336,3183343631,
715901816857358336,1084292760981721088,
715901816857358336,200951825,
715901816857358336,884731657525309440,
715901816857358336,1631522192,
715901816857358336,39735865,
715901816857358336,1313484123978301441,
715901816857358336,956203192789995520,
715901816857358336,1531507326770978816,
715901816857358336,1577545703512948736,
715901816857358336,911875187305525248,
715901816857358336,1509689452154687492,
715901816857358336,2836002543,
715901816857358336,1568272525993320450,
715901816857358336,1563531860000776193,
715901816857358336,1519212836907532289,
715901816857358336,1510012128668925961,
715901816857358336,1237795914296840192,
715901816857358336,1573595701136818180,
715901816857358336,1576795003690487809,
715901816857358336,882899707999248384,
715901816857358336,1521507997901783045,
715901816857358336,1577214861175570435,
715901816857358336,1150354098501427200,
715901816857358336,593363403,
715901816857358336,1562109481613393921,
715901816857358336,305015018,
715901816857358336,2598696841,
715901816857358336,1575568670834786305,
715901816857358336,1575098271726505984,
715901816857358336,52293396,
715901816857358336,1240673056114311168,
715901816857358336,837411952997576708,
715901816857358336,7383122,
715901816857358336,51022841,
715901816857358336,1572631535404171264,
715901816857358336,1484220905215913984,
715901816857358336,1524399920219893762,
715901816857358336,1402011421882273801,
715901816857358336,2576432274,
715901816857358336,1564823314987683842,
715901816857358336,1576546772172046339,
715901816857358336,1403155524338786309,
715901816857358336,1431064268,
715901816857358336,873531496635793408,
715901816857358336,1574308929781338112,
715901816857358336,1576618894630211584,
715901816857358336,587594842,
715901816857358336,1563260943458373637,
715901816857358336,1576404867995897858,
715901816857358336,1565647726020272128,
715901816857358336,2179993707,
715901816857358336,1137096049250754561,
715901816857358336,454160213,
715901816857358336,3426968295,
715901816857358336,1576237151926239235,
715901816857358336,34904770,
715901816857358336,1363607905434558472,
715901816857358336,384801141,
715901816857358336,1445182085304627200,
715901816857358336,1563913658853466115,
715901816857358336,377892133,
715901816857358336,1544302438881980416,
715901816857358336,1417806832429457410,
715901816857358336,1552765674585481216,
715901816857358336,204933679,
715901816857358336,1499273645461581825,
715901816857358336,751131949058719744,
715901816857358336,24111570,
715901816857358336,494378046,
715901816857358336,1500495268109635589,
715901816857358336,2176181784,
715901816857358336,1466107304261132291,
715901816857358336,1575501872000966656,
715901816857358336,993454629689098240,
715901816857358336,1575518030452465665,
715901816857358336,1093307046,
715901816857358336,767277391,
715901816857358336,1440792241677561857,
715901816857358336,917569474177437696,
715901816857358336,71194861,
715901816857358336,4183372334,
715901816857358336,498666283,
715901816857358336,1559642901151453184,
715901816857358336,31014057,
715901816857358336,103530700,
715901816857358336,1522222399835492353,
715901816857358336,116477068,
715901816857358336,548547586,
715901816857358336,1367795952480845824,
715901816857358336,1575482920411795456,
715901816857358336,1849253756,
715901816857358336,1451971539079872517,
715901816857358336,1191779282273652738,
715901816857358336,1349255412617539584,
715901816857358336,938193584,
715901816857358336,1572023082684133378,
715901816857358336,1569645517818441728,
715901816857358336,79146814,
715901816857358336,1275984812,
715901816857358336,1561359341600382984,
715901816857358336,52198583,
715901816857358336,1558506280171495425,
715901816857358336,1309236939141283847,
715901816857358336,1491330051941580801,
715901816857358336,1572042643030573056,
715901816857358336,1569741624,
715901816857358336,1575015088368615424,
715901816857358336,1181129494045872134,
715901816857358336,1575036212674727936,
715901816857358336,437257386,
715901816857358336,1375360426213539843,
715901816857358336,2910911069,
715901816857358336,1518927199222439938,
715901816857358336,880533938,
715901816857358336,418073368,
715901816857358336,1554874476520783874,
715901816857358336,1241058548165025794,
715901816857358336,1504638646196051969,
715901816857358336,2613691657,
715901816857358336,3676925537,
715901816857358336,431922385,
715901816857358336,1574079076997939200,
715901816857358336,1482515920551505921,
715901816857358336,2802665386,
715901816857358336,1478301201674375170,
715901816857358336,1008465428,
715901816857358336,3241233448,
715901816857358336,1288508700819435520,
715901816857358336,1451010555809050625,
715901816857358336,1574456856231174149,
715901816857358336,1487640903921643520,
715901816857358336,130829593,
715901816857358336,38900995,
715901816857358336,751447511538274304,
715901816857358336,1574596748097593358,
715901816857358336,907878765207965701,
715901816857358336,60860711,
715901816857358336,296561626,
715901816857358336,2515468207,
715901816857358336,1297825952932728832,
715901816857358336,1524008396,
715901816857358336,1046830914,
715901816857358336,1572620072568623122,
715901816857358336,182312763,
715901816857358336,831902256782012423,
715901816857358336,278608795,
715901816857358336,1376224494352805894,
715901816857358336,629336877,
715901816857358336,1574451721530707969,
715901816857358336,500398456,
715901816857358336,1512132322610528257,
715901816857358336,1537247689460654081,
715901816857358336,419040522,
715901816857358336,1296870734,
715901816857358336,1484211919879909378,
715901816857358336,2478355550,
715901816857358336,1574134783562629120,
715901816857358336,1509845154714341383,
715901816857358336,1485735101715869698,
715901816857358336,361054862,
715901816857358336,1574273923537305600,
715901816857358336,1377846414,
715901816857358336,220615283,
715901816857358336,12270492,
715901816857358336,358529831,
715901816857358336,2230539453,
715901816857358336,3946193249,
715901816857358336,1573948207540752385,
715901816857358336,713925980,
715901816857358336,1490320236872187905,
715901816857358336,2735138335,
715901816857358336,1377310863393181696,
715901816857358336,1558288642669420547,
715901816857358336,3283483045,
715901816857358336,1568707373665075200,
715901816857358336,21630770,
715901816857358336,41260234,
715901816857358336,111306569,
715901816857358336,1411382323342422018,
715901816857358336,1561583245695021056,
715901816857358336,1572065166224662528,
715901816857358336,1563169987367682048,
715901816857358336,1572167366133383169,
