,User,Date Created,Number of Likes,Source of Tweet,Tweet,Feeling
192,ntuitiventusg,2021-04-26 06:50:32+00:00,0,Twitter for Android,"📣 Calling all university students in Singapore! 📣 Visit https://t.co/S3Gba07o7e for more info and to register!

NTUitive is proud to be a Partner of the SDG Open Hack Singapore 2021 🤝

@ggeforum @NTUsg #SDGOpenHackSG #hackathon #innovation #entrepreneurship #NTUsg #NTUitive https://t.co/nVDsQq1xvH",Positive
193,samkamani,2021-04-25 22:09:34+00:00,0,Twitter Web App,"Are you interested in taking part in our NFT hackathon?

Ask any question about the hackathon by joining our AMA session with Skillsme founder Zifeng Liang and I at SGT 7:30 on 28th of May (Singapore time). https://t.co/Yt8PynTuz5",Positive
194,Phatlee10,2021-04-23 05:48:09+00:00,0,Twitter Web App,"The BSC Grant1 project currently has $ 780,000 in funds contributed by 108 global projects.
Join an ongoing #Hackathon with local dev community 1. Russia Hackathon https: // https://t.co/hNgUzf4E4B
2. Singapore Hackathon https: // https://t.co/TllbWmpFpT pore

#BSCXHeroes",Positive
195,BNBCHAIN,2021-04-22 09:48:15+00:00,305,Twitter Web App,"BSC Grant1 Recap: $780k funds contributed by 108 global projects.

#BUIDL on #BinanceSmartChain 

Join the ongoing #Hackathon with local dev community
1. Russia Hackathon https://t.co/FHmc1JIGDT
2. Singapore Hackathon https://t.co/YkcOqy8mQh

@DoraHacks @BinanceRussian https://t.co/uDh2kyLLCc",Positive
196,prathambooks,2021-04-16 10:19:42+00:00,26,Twitter Web App,"Calling writers, illustrators &amp; translators! Join us for a virtual hackathon jointly hosted by Pratham Books &amp; the Singapore Book Council running up to @AFCC_sg next month. This is your chance to create simple, engaging bilingual picture books for kids!
https://t.co/1HCnBOgJ09",Positive
197,clairewong731,2021-04-12 03:45:15+00:00,0,Twitter Web App,"@steveng168 Hi Steve, we're the blockchain hackathon organiser DoraHacks. From 4/5, we have an online hackathon sponsored by Binance in Singapore. 
We'd love to cooperate this event with Dedoco! Could we have a talk about this? My telegram handle @jinqiuwang . https://t.co/wyH33njeSQ",Positive
198,clairewong731,2021-04-12 03:41:24+00:00,0,Twitter Web App,"@simonlimvmware @VMware Hi Simon, we're the blockchain hackathon organiser DoraHacks. From 4/5, we have an online hackathon sponsored by Binance in Singapore. 
Would love to cooperate this event with VMWare. Also hope to work with you long term since we're running global hackathons on a constant basis.",Positive
199,DoraHacks,2021-04-08 14:08:36+00:00,2,Twitter Web App,@IOSGVC just joined our Singapore Hackathon as a co-host! https://t.co/J4I5xLK9xh,Neutral
200,payment_infrast,2021-04-07 10:56:49+00:00,16,Twitter Web App,"Flashback to the #ISO20022 Hackathon of @BIS_org and SWIFT: See here the submission by Singapore FinTech development company STACS - ""Maximizing ISO 20022 with Blockchain""

https://t.co/Qq10KNlqOm",Positive
201,DOT_Singapore,2021-04-07 06:36:57+00:00,10,Twitter Web App,Polkadot Singapore is co-hosting the @DoraHacks online Singapore Hackathon! Let's #BUIDL together! https://t.co/Ics2xXFMNz,Neutral
202,davidjason9x,2021-04-07 04:43:18+00:00,0,Twitter for Android,"@HuobiGlobal @DujunX @HuobiTech @CiaraHuobi #BSC  sponsored @DoraHacks Singapore Hackathon is now LIVE! This online hackathon will last from Apr 5th to May 20th 2021. A $8000 prize pool will be distributed according to quadratic voting results from community! 
#BSCXHeroes $BTC $ETH $BNB #LaunchZonePooIX $XPO $BSCX",Positive
203,BNBCHAIN,2021-04-06 11:58:04+00:00,75,Twitter Web App,"#BSC  sponsored @DoraHacks Singapore Hackathon is now LIVE! This online hackathon will last from Apr 5th to May 20th 2021. A $8000 prize pool will be distributed according to quadratic voting results from community! 

https://t.co/19ob1eupvy",Positive
204,dinsmore_steele,2021-04-06 11:36:13+00:00,0,ContentStudio.io,Infineon LG &lt;/&gt; Make Hackathon on IoT Debuts in Singapore #news https://t.co/cPj5WM8y6g,Neutral
205,DoraHacks,2021-04-05 04:07:08+00:00,24,Twitter Web App,"Our Singapore Hackathon is COMING! This is the 4th stop of the DoraHacks Global Hackathon Series 2021! Super excited to work with amazing local partners to make it happen! @KonomiNetwork @NGC_Ventures @Signum_Capital @LongHashVC @DoraFactory 

https://t.co/l1GKZnBBSq",Positive
206,sgSMU,2021-03-31 10:56:58+00:00,0,Twitter Web App,"The extension won first place at Build On, Singapore 2020 hackathon, and first runners-up in the regional finals! #SMUPride #SMUExcellence",Positive
207,BIS_org,2021-03-26 10:42:00+00:00,14,Sprout Social,"ICYMI: Find out about the winners of the #ISO20022 Hackathon to improve global payments with Andrew McCormack, Head BIS Innovation Hub Centre Singapore, announced at the #BISInnovationSummit https://t.co/M2qwnSf9wT",Positive
208,Robert89944298,2021-03-26 04:32:19+00:00,0,Twitter for Android,"@HiBlockTalks @DoraFactory This 2021,DoraHacks will organize a Global Hackathon Series in USA, Singapore,Germany,China and India, these events are usually indoors with a large number of people, how will it be carried out if we are still in pandemic due to Covid19?Will it be through virtual media like Zoom?",Positive
209,BIS_org,2021-03-25 03:25:01+00:00,26,Sprout Social,"Find out about the winners of the #ISO20022 Hackathon to improve global payments with Andrew McCormack, Head BIS Innovation Hub Centre Singapore, at 11:35 HKT at the #BISInnovationSummit. Showcase repeated at 11:35 PDT, EDT, CET https://t.co/Z6Qg6ep38Q https://t.co/Fmg1zfg95n",Positive
210,ieeesrmist,2021-03-18 13:20:07+00:00,3,Twitter for Android,"He has been a part of numerous hackathons, both as a participant and has won a lot of 'em like the “Smart India Hackathon 2018” and “Airbus Hackathon (Aerothon 2019)”. He was amongst the TOP 24 for India Singapore Hackathon 2018.[2/3]

🔗https://t.co/8BEOrSNi3Q",Positive
211,ieeesrmist,2021-03-18 11:44:51+00:00,1,Twitter for Android,"He has been a part of numerous hackathons, both as a participant and has won a lot of 'em like the “Smart India Hackathon 2018” and “Airbus Hackathon (Aerothon 2019)”. He was amongst the TOP 24 for India Singapore Hackathon 2018. 
#HackTrix #IEEESRMIST
🔗https://t.co/8BEOrSNi3Q",Positive
212,emeraldVC,2021-03-11 07:24:51+00:00,3,Twitter Web App,"Water demand doubles but #Singapore aims to be self-sufficient in water by 2060 –Helge Daebel comments in @WaterWorld how the Digital Water Hackathon contributes. 
 
https://t.co/2q0JSPKVq0
 
https://t.co/LVU1QIkXJW https://t.co/KhJJ9p5Tyl.
#openinnovation #incubator #hackathon",Negative
213,nirkouris,2021-03-09 15:23:39+00:00,0,LinkedIn,"Respect Revolut Singapore 🇸🇬!!! 
Join our FinTech Nations Global Summit &amp; Hackathon this weekend! Join us:
 https://t.co/deKkX49dJc James Shanahan , Deborah Tan-Pink , Pam Chuang , Winnie Tuang 黨婕滎 - best team!! 👏🏻🙏🏻💳🙌🏻🎉 #fintechnews #revolut #n…https://t.co/19bBrJilAD",Positive
214,maximus_dizon,2021-03-05 04:46:41+00:00,8,Twitter for Android,"Please kog like sa devpost. 

It's basically a order prediction software we made for an ecommerce platform in Singapore. 
https://t.co/n5g9YgXLlZ
#SingaporeHackathon",Positive
215,emeraldVC,2021-03-03 08:35:47+00:00,3,Twitter Web App,"Singapore incubator Ripple2Wave launches its first hackathon for ‘water tech’ startups from March 6 to June 24 to tackle to six problem statements.
 
https://t.co/xldoQ9tiR5
 
For more information contact https://t.co/LVU1QIkXJW or https://t.co/KhJJ9p5Tyl
 #openinnovation #water",Negative
216,copperlife,2021-02-26 00:10:45+00:00,0,Twitter Web App,#Singapore-based incubator launches 1st hackathon for ‘water tech’ startups https://t.co/0u6uAqkoTn #water #SocialImpact #technology #startups #pollution https://t.co/fUft95HlB2,Neutral
217,williswee,2021-02-25 08:16:05+00:00,0,IFTTT,Singapore-based incubator launches first hackathon for ‘water tech’ startups https://t.co/xr14KRb3Cg,Neutral
218,wadekwright,2021-02-25 07:45:04+00:00,0,Hootsuite Inc.,"Singapore: Digital Water Hackathon registrations close February 28th, seeking startups and innovations to help water systems improve operational efficiency https://t.co/LzqhR4apvJ #singapore #hackathon #sustainability #ecotech #techstartups",Positive
219,anith,2021-02-25 07:36:22+00:00,0,WordPress.com,Singapore-based incubator launches first hackathon for ‘water tech’ startups https://t.co/96mulAC4Lt,Neutral
220,italysingapore,2021-02-25 07:12:33+00:00,0,dlvr.it,Singapore-based incubator launches first hackathon for ‘water tech’ startups https://t.co/cu1Vj4syfM #singapore #fintech #tech https://t.co/ZPbSY8vCxn,Neutral
221,MindanaoSun,2021-02-24 19:00:08+00:00,1,Twitter Web App,"ripple2wave Incubator launches Digital Water Hackathon: $250,000 R&amp;D funds for startups with solutions to tackle Singapore water issues https://t.co/TZihfBKIai",Positive
222,StellarGeay,2021-02-20 03:35:55+00:00,59,Twitter Web App,"Now that's a good looking #hackathon! #PaleoHack peeps might even look like they've had enough sleep in the past 2 days (months). 50 folx from the US, UK, Canada, Australia, Austria, Germany, China, Singapore, New Zealand got together to unlock paleoclimate magic in #Python. 1/2 https://t.co/CqJk35si3Q",Positive
223,Affine_ai,2021-02-13 05:54:58+00:00,2,Twitter Web App,"We were doing things that not only mattered but also made a difference.

Higher than the skies we aimed, for imagination knows no limit, we looked at the stars, counting every minute…

#Affine #02daysto10years #powerof10 #skyisthelimit #singapore #apac #hackathon #milestones",Negative
224,ohmarkely,2021-02-10 15:51:33+00:00,2,Twitter Web App,"My Crypto Throwback... Photo with the great Binance CEO, Mr Changpeng Zao (@cz_binance) and my son Michael, during the Binance SAFU Hackathon Singapore 2019 @ PWC Building.😁👍 https://t.co/lp5Wcq9SDZ",Positive
225,indiatoasean,2021-02-06 03:13:04+00:00,17,Twitter for iPhone,"Reflecting our shared desire to promote ASEAN India youth cooperation, the prize distribution ceremony of the Hackathon was attended by Senior Ministers from Brunei, Malaysia, Philippines, Singapore, Thailand, Cambodia, Lao PDR and Vietnam.
@MEAIndia @ASEAN https://t.co/asJ1P9A3MZ",Positive
226,HubAlliance,2021-01-21 08:26:27+00:00,2,Twitter Web App,"Digital water innovators, heads-up! Great opportunity to join this hackathon, organised by our partners @PUB_Singapore https://t.co/jOgmNFqd9q #digital #water #innovation https://t.co/t0uYsL8etI",Positive
227,Coldie,2021-01-15 15:55:27+00:00,3,Twitter for Android,@WRabbit1111 @ScrillaVentura @theog__ @cryptoartadvisr @wasthatawolf @joinClubhouse @cryptograffiti @queentatiana @SuperRare I have done two ETH hackathon posters. First was SF that is a 3D anaglyph glasses version. 5 NFTS. Other is ETH Singapore that are some of my first animated gif poster. The red of that version is up for grabs.,Neutral
228,MOEsg,2021-01-13 10:40:35+00:00,13,Twitter for iPhone,"[1/2] At present, 40% of items in recycling bins in Singapore can’t be recycled because they are contaminated. That’s a problem three students from Nanyang Girls High School decided to tackle as their entry for the Young Sustainability Champion Senior Hackathon Grand Finals. https://t.co/wqprct1FEe",Positive
229,halfapple772,2020-12-27 00:03:47+00:00,2,Twitter for iPhone,"@woowoocryptoguy @maqstik @IMFNews Oh yeah we missed out singapore dollar stablecoin xSGD which is in xFers regulated by MAS.

Proactively educating developers for scilla. xSGD hackathon was a success, dApp numbers are slowly rising on zil chain. Governance coming into play. Zil as collateral in pillar. Way to go!",Positive
230,ZainulCain,2020-12-24 19:29:09+00:00,1,Twitter for iPhone,Blessed af right. Startup on track for launch in March and organising my schools first singapore wide hackathon. :’),Positive
231,SASAsiaPacific,2020-12-18 00:07:54+00:00,1,Sprinklr,Proud to highlight SAS Singapore's efforts in contributing to data analytics literacy in the healthcare sector through our recent hackathon and workshop earlier this month. https://t.co/WFFhrTPwUg,Positive
232,DurwinHo,2020-12-06 12:34:17+00:00,0,IFTTT,"Had a great conversation with Madam President Halimah Yacob just before she takes the stage to kick off the awards ceremony of Mission:Unite hackathon 2020!

Like what she mentioned, Singapore needs more of the younger generation to step forward and be i… https://t.co/6WhxuLOOQw https://t.co/3PSZaWBJEM",Positive
233,richmanslife08,2020-12-05 05:24:27+00:00,3,Twitter for iPhone,Nakakatuwa tong episode ng #StartUp bigla ko tuloy naalala yung hackathon namin sa Grab sa Singapore!😃 https://t.co/bA7OCFKvGY,Positive
234,normasalim,2020-11-06 08:37:52+00:00,2,Twitter Web App,@Aigner58511413 @p3ngs1ng Hackathon always equals to app-building in the Malaysia-Singapore imaginary.,Neutral
235,europawire,2020-11-04 13:02:37+00:00,1,Twitter Web App,"Erwin Viray, Singapore University of Design: #3Dprinting redefines the built environment, shaping a naturally #sustainable material with precision and real-time feedback for collaborating architects, engineers and specialists
https://t.co/zANYZ2ZgXK  #hackathon #construction https://t.co/QDAIpUc1uo",Neutral
236,eddielwp,2020-10-29 08:02:52+00:00,0,Twitter for Android,"Guest trainer on ""Workforce Planning"" for Singapore Human Resources Institute - HR Hackathon 2020 on 28th October 2020. https://t.co/I3PopZJSZe",Neutral
237,Altcoinbuzzio,2020-10-27 12:42:48+00:00,38,Twitter Web App,"2015 - CoinHako Exchange wins DBS Blockchain Hackathon

2017 - DBS Bank closed accounts of multiple cryptocurrency firms based in Singapore including CoinHako 

2020 - DBS Bank Is Launching Crypto Exchange with Multi-Fiat Support",Positive
238,pydatasg,2020-10-24 08:12:26+00:00,2,TweetDeck,"PyData Singapore is partnering with @ShopeeSG for Ultra-Hackathon 2021 from 29 to 31 January 2021.

Over SGD $30,000 cash prizes!!!

Sign up from 14 September to 8 November 2020 with a team of 2 to 4 members now at: https://t.co/DU9jrmSvm4

#ShopeeUltraHackathon #TechAtShopee",Positive
239,noaveragejoetv,2020-10-24 03:21:39+00:00,0,Instagram,"🎶 Maybe it's because I'm a Londoner... 🎶

#watchdogslegion #preview #deadsec #albion #ubisoft #hackathon #funnyaccents #openworld #londontown #londonsburning #london #NAJarcade @ Singapore https://t.co/pCiux6kW5n",Neutral
240,SteveHeye,2020-10-14 18:41:06+00:00,7,Twitter Web App,"So much cool stuff happening at work, but so busy it is hard to enjoy it. So taking a short break to just reflect. Upcoming hackathon, buildathon happening now, multiple workshops running, helping orgs go live in Philippines-Singapore, Pro Bono projects galore, much more. love it",Positive
241,RistekCSUI,2020-10-10 07:31:04+00:00,0,Twitter for iPhone,"Will be joining us:
💻Startup Bootcamp &amp; Software Development💻
Date: Saturday, Oct 10th 2020 
Time: 15.00 - 16.30
Speaker: Tri Ahmad Irfan (Winner Singapore Airlines AppChallenge Hackathon 2017 &amp;Finalist Hult Prize 2016 Regional in Boston
Moderator: Aryo Tinulardhi https://t.co/rVnW9GyaEN",Positive
242,RistekCSUI,2020-10-06 13:00:09+00:00,0,Twitter Web App,"Learn how to create apps from ideas! 

💻Startup Bootcamp &amp; Software Development💻
Date: Sat, Oct 10 2020 
Time: 3.00 - 4.30 pm
Speaker: Tri Ahmad Irfan (Winner Singapore Airlines AppChallenge Hackathon 2017 &amp; Finalist Hult Prize 2016 Regional in Boston
Moderator: Aryo Tinulardhi https://t.co/5wqahxVtmP",Positive
243,uxlivinglab,2020-10-02 06:13:36+00:00,1,Twitter Web App,"DoWell #hackathon events..... a different way doing things. Scan the QR code to participate
#innovation #userexperience #uxlivinglab #dowellresearch  #internship #openinnovation #strategy #business #storytelling #consumerbehavior #Singapore #Germany #Sweden #UnitedKingdom #US https://t.co/hyWG4DmSmq",Positive
244,SubhamDivakar,2020-10-02 04:57:55+00:00,2,Twitter for Android,"Hi all,
Really proud to share that I got the opportunity to receive first prize in the Singapore India Hackathon 2019 from our Honourable Prime Minister @narendramodi ji.
It's been a year but feels like it happened yesterday.
Thanks to @MHRD @AICTE_INDIA for organising such event https://t.co/DkHizeor5b",Positive
245,LehtoX,2020-09-30 15:20:41+00:00,1,Twitter for iPhone,ITSA2020 with Singapore Paper Hackathon (research workshop). Join us virtually! We will pair experienced researchers (like myself 😂) with upcoming young scholars for the Hackathon event. I want to lead a strong team and win the thing lol.Anyone wants to join my team? https://t.co/MNT103Vry1,Positive
246,uxlivinglab,2020-09-30 07:12:52+00:00,0,Twitter Web App,"Coming soon - DoWell hackathon events on Digital Twin of Meeting Note Taker
#uxlivinglab #innovation #openinnovation #hackathon #DowellResearch #singapore #digitaltwins #Germany #Sweden #UK #USA #wednesdaymorning https://t.co/4aV130sk1l",Positive
247,grandnexus,2020-09-27 14:55:02+00:00,0,Twitter Web App,"Hackathons not just about business, but can help solve societal challenges: Heng Swee Keat #startupweekend #startupweekendsingapore #swsg #swsg2020 #virtualhackathon #hackathon #keeplearning #singapore #aseanyouth #asean https://t.co/g4J2VyaTZ5",Positive
248,SujiRaviselvam,2020-09-25 19:06:47+00:00,2,Twitter for iPhone,Applications are open for UNLEASH Singapore chapter!! Use the following link to register if interested: https://t.co/jtO8LMgi7Q. #unleashhack  #singapore #SustainableDevelopmentGoals #SDGs #hackathon #wastemanagement https://t.co/7kvIOg8Mt0,Positive
249,DNewsAsia,2020-09-25 09:00:02+00:00,1,TweetDeck,"Startup Weekend Singapore 2020, one of Southeast Asia’s largest open innovation hackathons, will run its latest online edition from 25 - 27 September 2020. Tune in for live-stream videos of the hackathon here: https://t.co/CRVvz9BADg https://t.co/YZpYtRqUwp",Positive
250,sjaganat,2020-09-24 23:31:01+00:00,6,Twitter Web App,"Join us at VMworld 2020!!
My most memorable VMworld was in year 2019 when we launched the VMware Odyssey Program. It was a program that originated from Singapore, APJ, and launched successfully as a global program and also me as coach of winning team at Odyssey Hackathon.",Positive
251,KrASIAofficial,2020-09-24 04:00:27+00:00,0,Buffer,"The hackathon was jointly organized by Singapore-based venture builder Reapra and Future Females Singapore.

#Accelerator #SEA #Singapore

https://t.co/y1qoVhKPaG",Neutral
252,SgSMUYPHSL,2020-09-24 03:00:04+00:00,0,Hootsuite Inc.,"An #SMUSOL team participated in the UNESCAP Policy Hackathon on Trade Model Provisions in Times of Crisis &amp; Pandemic  with a report ""COVID-19 &amp; the Little Red Dot – Important Lessons for Trade in Times of Global Pandemics based on Singapore’s Experience"": https://t.co/diExOmnqgs",Negative
253,pydatasg,2020-09-22 11:40:03+00:00,1,TweetDeck,"PyData Singapore is partnering with @ShopeeSG for Ultra-Hackathon 2021 from 29 to 31 January 2021.

Over SGD $30,000 cash prizes!!!

Sign up from 14 September to 8 November 2020 with a team of 2 to 4 members now at https://t.co/DU9jrmSvm4

#ShopeeUltraHackathon #TechAtShopee",Positive
254,ofomunung,2020-09-10 17:38:03+00:00,0,Twitter for Android,"7/ Recently, we won the Virtual Africa Hackathon organised by the Central Bank of Kenya (CBK) and the Monetary Authority of Singapore (MAS)

As winner, @SMECreditPro will go on to participate at the Global Fintech Hackcerator at the Singapore Fintech Festival in December 2020",Positive
255,DEV__Ankur,2020-09-06 07:14:01+00:00,1,Twitter for Android,@abhayjere Sir any updates on Singapore Or Portuguese Hackathon @mhrd_innovation @SIH_2020 @AICTE_INDIA @DrRPNishank @abhayjere @mohitgambhir @ModgilRuchika,Neutral
256,OfficeSutd,2020-09-04 08:49:40+00:00,0,Instagram,"As part of SCCCI’s efforts to promote Chinese entrepreneurial spirit and culture, they are conducting their 3rd Annual Hackathon (RHBHacks 2021) in conjunction with Mapletree and Singapore Federation of Chinese Clan… https://t.co/NgbPAwgas7",Positive
257,StanChartKE,2020-08-31 12:37:24+00:00,12,Twitter for iPhone,We are proud to be a part of the @AfroAsiaFintech Virtual Hackathon! Our SC Ventures Africa Region Head Kennedy Mubita will take part as a judge. We shall host the winner at our SC Ventures eXellerator lab in Singapore.,Positive
258,KrASIAofficial,2020-08-26 03:00:33+00:00,0,Buffer,"Reapra is collaborating with Future Females Singapore to launch Southeast Asia’s first female-only virtual hackathon.

#Accelerator #SEA #Singapore

https://t.co/FOjXsh5kpE",Neutral
259,wadekwright,2020-08-25 20:45:03+00:00,0,Hootsuite Inc.,ICYMI: Reapra venture builder partners Future Females Singapore for 'Build to Last' virtual hackathon for female entrepreneurs - applications close August 28th https://t.co/2v0oP20WAT #singapore #womeninbiz #startups #womenintech #entrepreneurs,Neutral
260,mitulxyz,2020-08-22 04:22:42+00:00,4,Twitter for Android,"It was great to judge the interschool hackathon in the presence of @rramanan Sir (Mission Director, AIM). Loved what the kids from different parts of the world including Dubai, Singapore, Dehradun are doing. https://t.co/TgyLj6JZdY",Positive
261,WhoAmI50125012,2020-08-20 04:57:33+00:00,0,LinkedIn,"Build to Last, online hackathon.
หากคุณเป็นคนที่มีไอเดียและเชื่อในเรื่องของการสร้างธุรกิจอย่างยั่งยืน
Reapra ร่วมกับ Future Females Singapore เปิดรับสมัครผู้ประกอบการหญิงใน Southeast Asia ที่มีไอเดียในการประกอบธุรกิจหรือกำลังทำธุรกิจมาร่วมแข่งขันใน Online…https://t.co/qSS2hkcwSl",Neutral
262,DurwinHo,2020-08-18 10:27:43+00:00,0,IFTTT,"WE HAPPY? ARE WE HAPPY? =) Startup Weekend Singapore https://t.co/gXe0PpsoAh We happy?

#swsg2020 #startupweekendsingapore #startupweekend #nycsg #startupx #hackathon #youth #challenge #reimagine We happy?

#swsg2020 #startupweekendsingapore #startupweekend #nycsg #startupx #ha…",Positive
263,AfroAsiaFintech,2020-08-04 10:27:47+00:00,5,Twitter Web App,The winners of the inaugural #AfroAsiaFintechFestival Hackathon @getkwara and @BienfaitBitenyo showcased their solutions at the @sgfintechfest 2019 Global FinTech Hackcelerator in Singapore #Throwback https://t.co/qdSMgSRNhq,Positive
264,truckerfling,2020-08-04 04:49:24+00:00,8,Twitter for Android,1st MS Hackathon done! 🦖🦄 stepped out of comfort zone as a PM to do this (yay us @RochelleSonny) Our project didn't get anything but it was on securely organising activist activities which I stan ✊🏼 organizers were so sweet to send the tee to Singapore #hackathon2020 https://t.co/TGLuerNZ71,Positive
265,HeyJ0702,2020-07-29 01:02:20+00:00,0,Twitter for Android,"#Singapore is trying to protect people from COVID-19 by using tech. @GovTechSG will be holding a hackathon to further improve the TraceTogether Token. “If you suggest better ways, we’ll adopt it and keep revising and improving our algorithms and firmware.”
https://t.co/R3nlPcd0h3",Positive
266,F10Global,2020-07-27 08:35:59+00:00,0,Twitter Web App,"An academic turned entrepreneur, Kasun has published over ten scientific papers with 100+ citations across #Asia, the Middle East and Europe. He had started his own #FinTech #Startup @PinalphaL and won the Golden Ticket at the first F10 #Hackathon in #Singapore.",Positive
267,al_l1m,2020-07-24 10:10:15+00:00,2,Twitter Web App,"Super cool hackathon by Maju Collective on ""engaging communities"" and reaching Singapore's goal of 30% nutritional needs being produced in Singapore by 2030 https://t.co/1zbaJTeYbR",Positive
268,ShamaneTan,2020-07-24 06:20:14+00:00,1,Twitter for Android,"#hackathon #competition results are now out! #CTF #Asia edition. #cyberriskmeetup #cybersecurity #infosec #infosecurity #cybersec #hacking #virtual #Singapore #Japan

https://t.co/oBghOdeijv",Neutral
269,OCFinTechSG,2020-07-23 04:41:23+00:00,2,Twitter Web App,Congratulations to the winner - Team Bopian from Singapore Polytechnic as well as the runner up - Team Kindred United from Republic Polytechnic for the PolyFinTech100 API Hackathon 2020 under the Financial Inclusion and AI category https://t.co/yit3WbUkNH https://t.co/YrL72PYZfU,Positive
270,AmChamSingapore,2020-07-21 08:00:00+00:00,1,TweetDeck,@DBSBank is working with the Singapore Judiciary on an amazing initiative - an inaugural hackathon to encourage those passionate about law to use it as a force of good. Read more about it: https://t.co/eDdT5PW8i0,Positive
271,ReetuChoudhar14,2020-07-20 09:15:28+00:00,0,WordPress.com,"DBS, Singapore Judiciary organise hackathon to enhance social justice https://t.co/yjxKrBXlWO",Positive
272,MishraRutuja,2020-07-20 09:15:26+00:00,0,WordPress.com,"DBS, Singapore Judiciary organise hackathon to enhance social justice https://t.co/TfiWdW5nbS",Positive
273,Daily2DailyNews,2020-07-20 09:15:22+00:00,0,WordPress.com,"DBS, Singapore Judiciary organise hackathon to enhance social justice https://t.co/mbjXxJkmEC",Positive
274,BusinessTimes,2020-07-20 08:37:29+00:00,5,Twitter Web App,"DBS, Singapore Judiciary organise hackathon to enhance social justice https://t.co/NxtSUgfHCx",Positive
275,msgalenwhite,2020-07-19 16:35:32+00:00,0,Twitter for iPhone,"This past week I had the amazing experience of participating in a remote hackathon with engineers (and a PM) from Singapore, New York, Seattle, and the Bay Area. I think it went well, but would love to improve. Does anyone have advice for similar situations in the future?",Positive
276,NUS_IT,2020-07-17 02:09:23+00:00,0,Twitter Web App,"AWS &amp; NUS IT's Build On, Singapore 2020 hackathon returns!

Register By: 23 July 2020 @ 2359hrs
Register for AWS DeepRacer Women’s League – ASEAN By: 30 July 2020 @ 2359hrs

Head to https://t.co/bbxkOFNt4K to find out more!

#NUSIT #NUS_IT #buildonsingapore2020 #hackathon https://t.co/vLBXEYIJ1P",Neutral
277,MITWPUOfficial,2020-07-16 17:02:06+00:00,0,Twitter Web App,"MIT-WPU students make it to Singapore Smart India Hackathon for second Consecutive year. Here is their journey https://t.co/JNAAJbUqAT
#MITWPU #MITPune #SmartIndiaHackathon #proudwinners #LearnWhatMatters #wegivethebest",Positive
278,skcetofficial,2020-07-08 07:45:00+00:00,80,Twitter Web App,"III year CSE students of Sri Krishna College of Engineering and Technology participated in Hack &amp; Roll 2020 , a 24-hour Hackathon at NUS (Singapore) between  18.01.2020 to 19.01.2020 and won “One among Top 8” projects for the project titled “SEEnse” 

SKCET Memorabilia!

#SKCET https://t.co/EV2T02E0uX",Positive
279,ShamaneTan,2020-07-03 02:35:07+00:00,0,Twitter for Android,"#ctf #hackathon coming to you virtually! For our #Singapore and #Japan #cyberriskmeetup community, join us now to take part in the 10th July! 

#cybersecurity #infosec #infosecurity 

https://t.co/5oFDBRlX6d",Positive
280,Larksuite,2020-07-02 06:36:07+00:00,1,Twitter Web App,The COVID-19 pandemic meant a halt to the events that helped the National University of Singapore's #Entrepreneurship Society (NES) stay engaged and vibrant. Watch how #Lark enabled them to hold their virtual #hackathon virtually across 3 days: https://t.co/mu7bxumTko,Positive
281,glennvanzutphen,2020-06-28 13:16:08+00:00,0,LinkedIn,"Ming Xuan Goh, Graduate, Singapore Management University and Elaine Yeoh, Mentor &amp; Co-Founder at  The Mind Hyve about the recent week-long #hackathon at *SCAPE SG in #Singapore called ""Hacking The New Normal"" where teams of univers…https://t.co/Ag9jbq0b6z https://t.co/olyq4Uxg5U",Neutral
282,SingaporeCourts,2020-06-26 08:01:39+00:00,4,Twitter Web Client,"For the first time, the Singapore Judiciary and DBS Bank have come together to organise a Hackathon, aimed at enhancing access to Justice. Hurry and form a team to take part in this Hackathon. Registration closes on 1 July! Click here: https://t.co/R6WFWoS8pp to find out more. https://t.co/4VV6koKbuS",Positive
283,papadimitriou,2020-06-18 13:28:46+00:00,2,Twitter for Mac,"@LiveFromALounge @etihad @British_Airways @emirates @SingaporeAir @lufthansa @qatarairways At least 60 legs I believe, mostly EK F, J:

- Emirates First, Business, Eco
- Singapore First “old” Suites, Business
- Etihad First Apartments
- Asiana First
- Qantas First
- Thai First
- BA Business (+ took over entire premium eco cabin for an in-flight hackathon)

@lay_overs",Neutral
284,irupeshbomali,2020-06-12 06:27:58+00:00,0,LinkedIn,"ACRA Co-organises Live SMART Singapore Hackathon

ACRA is partnering the Smart Nation and Digital Government Office (SNDGO) and Amazon WebServices (AWS) to co-organise a Hackathon for polytechnic students to create innovative solutions to help make Singap…https://t.co/pNoIKZQRVj",Positive
285,sutdsg,2020-06-08 01:12:35+00:00,3,TweetDeck,"From 5 to 29 May, #SUTD challenged students to participate in a #Hackathon and spend the #circuitbreakersg period meaningfully by developing apps for caregivers and persons with #dementia in Singapore. https://t.co/0W62G7KYAT

#SUTDhackathon #Sparkalife #caregiving #app https://t.co/dgRBUMSPRw",Negative
286,i4CIndia,2020-06-02 09:23:11+00:00,7,Twitter for Android,"@KunalKhadilkar, who will be presenting the MasterClass 'Tips for Participating in a Hackathon' was part of a prize-winning team at the first India-Singapore hackathon conducted in 2018 by @NTUsg &amp; @AICTE_INDIA PM Mr. Narendra Modi met and felicitated the winning teams. @v_d_k https://t.co/s9sUjT79kb",Positive
