,Post,preprocess_txt,total_len,pos_count,neg_count,sentiment
39,"I am glad to announce that, we got the 3rd place in Dell Technologies Hacktrick hackathon which was about solving some AI problems, after competing with 39 accepted teams. I would like to thank my great team ESNA (Ahmed Abdou and Mohamed Youssef) which cooperate together to achieve that.
    Thanks Dell for organizing such a great event.
    #hacktrick #delltechnologies","['glad', 'announce', 'got', 'rd', 'place', 'dell', 'technology', 'hacktrick', 'hackathon', 'solving', 'ai', 'problem', 'competing', 'accepted', 'team', 'would', 'like', 'thank', 'great', 'team', 'esna', 'ahmed', 'abdou', 'mohamed', 'youssef', 'cooperate', 'together', 'achieve', 'thanks', 'dell', 'organizing', 'great', 'event', 'hacktrick', 'delltechnologies']",35,5,1,0.11
40,"Yesterday, my team and I had the opportunity to compete as one of the four finalists in the Dell Technologies EMEA Intern Hackathon.

    Our team showcased a solution aimed at improving efficiency for intern data management by reducing manual administrative tasks through automation.

    Thank you to my brilliant team, Eva Walsh, Tanmay Kaushik and Michal Sworzeniowski. It was a great experience working with each of you.

    A massive thank you to all of the organizers, both staff and interns, for bringing us together for such a great event Karen Gillan, Yael Noy, Claire Griffiths, Martina Talty, Aisling Brennan.

    #iwork4dell #DellInterns2022 #EMEAInternHacakthon #Chatathon","['yesterday', 'team', 'opportunity', 'compete', 'one', 'four', 'finalist', 'dell', 'technology', 'emea', 'intern', 'hackathon', 'team', 'showcased', 'solution', 'aimed', 'improving', 'efficiency', 'intern', 'data', 'management', 'reducing', 'manual', 'administrative', 'task', 'automation', 'thank', 'brilliant', 'team', 'eva', 'walsh', 'tanmay', 'kaushik', 'michal', 'sworzeniowski', 'great', 'experience', 'working', 'massive', 'thank', 'organizer', 'staff', 'intern', 'bringing', 'u', 'together', 'great', 'event', 'karen', 'gillan', 'yael', 'noy', 'claire', 'griffith', 'martina', 'talty', 'aisling', 'brennan', 'iwork', 'dell', 'dellinterns', 'emeainternhacakthon', 'chatathon']",63,6,0,0.1
41,"I just finished participating in the Dell Technologies Hacktrick Hackathon. It was a very wonderful experience and filled with a lot of information and enthusiasm among the contestants. I want to thank all the participants in this contest and the organizers of it.
    I also want to thank my team Youssef Saad, Nermeen Saber, Mariam Attia, and Manar El Bagoury as well. I also want to congratulate the winners. I hope to be in the first place next year.
    باذن الله
    Thanks to Youssef Issa, Engy Fawaz, and Rana Afifi for your support.

    Thanks to Mr.Magued Mahmoud for answering our questions and advising all of the participants.

    #team #experience #hackathon2022 #hacktrick #delltechnologies #dell #competition #DellTechHackathon,","['finished', 'participating', 'dell', 'technology', 'hacktrick', 'hackathon', 'wonderful', 'experience', 'filled', 'lot', 'information', 'enthusiasm', 'among', 'contestant', 'want', 'thank', 'participant', 'contest', 'organizer', 'also', 'want', 'thank', 'team', 'youssef', 'saad', 'nermeen', 'saber', 'mariam', 'attia', 'manar', 'el', 'bagoury', 'well', 'also', 'want', 'congratulate', 'winner', 'hope', 'first', 'place', 'next', 'year', 'thanks', 'youssef', 'issa', 'engy', 'fawaz', 'rana', 'afifi', 'support', 'thanks', 'mr', 'magued', 'mahmoud', 'answering', 'question', 'advising', 'participant', 'team', 'experience', 'hackathon', 'hacktrick', 'delltechnologies', 'dell', 'competition', 'delltechhackathon']",66,8,0,0.12
42,"Last Thursday, I was privileged enough to participate in Dell's Virtual Hack2Hire hackathon as my first real-deal hackathon (develop a prototype in under 24 hours). Co-leading the team alongside Daniel Wan Jonathan was no doubt an eye-opening experience. Here are some of my key takeaways:

    1. Emphasis on each members' expertise is paramount to your team's success. Since this was our first time working on a fast-paced project, a slight lack of expertise in a certain domain/framework can slow down your progress by a considerable degree.

    2. “By failing to prepare, you are preparing to fail.” – Benjamin Franklin. The planning phase in software development is crucial when working with a deadline. Even though our team took the initiative to break down the modules to be developed using Trello, we realized certain key aspects were left out eg. the wireframing of our user interface, as too much emphasis was placed on the backend logic of our application.

    3. Communication is key when attempting to convey your ideas to your team members and stakeholders. As future developers, the ability to think clearly determines your ability to relay information. Clear thinking == clear communication.

    All in all, I want to give a huge shoutout to my Logos teammates Daniel Wan Jonathan, Muhammad Syaamil Faiq and Ain Zaffry for tanking through a whole day of continuous coding, as well as Muhammad Rahiman Abdulmanab for mentoring us from the development side of things all the way to the presentation. Although we couldn't achieve exactly what we initially set out to do, we definitely had a ton of fun and learned a lot along the way under your mentorship.

    I would also like to thank Dell Technologies for the internship opportunity for my next semester. Very excited for what's to come!","['last', 'thursday', 'privileged', 'enough', 'participate', 'dell', 'virtual', 'hack', 'hire', 'hackathon', 'first', 'real', 'deal', 'hackathon', 'develop', 'prototype', 'hour', 'co', 'leading', 'team', 'alongside', 'daniel', 'wan', 'jonathan', 'doubt', 'eye', 'opening', 'experience', 'key', 'takeaway', 'emphasis', 'member', 'expertise', 'paramount', 'team', 'success', 'since', 'first', 'time', 'working', 'fast', 'paced', 'project', 'slight', 'lack', 'expertise', 'certain', 'domain', 'framework', 'slow', 'progress', 'considerable', 'degree', 'failing', 'prepare', 'preparing', 'fail', 'benjamin', 'franklin', 'planning', 'phase', 'software', 'development', 'crucial', 'working', 'deadline', 'even', 'though', 'team', 'took', 'initiative', 'break', 'module', 'developed', 'using', 'trello', 'realized', 'certain', 'key', 'aspect', 'left', 'eg', 'wireframing', 'user', 'interface', 'much', 'emphasis', 'placed', 'backend', 'logic', 'application', 'communication', 'key', 'attempting', 'convey', 'idea', 'team', 'member', 'stakeholder', 'future', 'developer', 'ability', 'think', 'clearly', 'determines', 'ability', 'relay', 'information', 'clear', 'thinking', 'clear', 'communication', 'want', 'give', 'huge', 'shoutout', 'logo', 'teammate', 'daniel', 'wan', 'jonathan', 'muhammad', 'syaamil', 'faiq', 'zaffry', 'tanking', 'whole', 'day', 'continuous', 'coding', 'well', 'muhammad', 'rahiman', 'abdulmanab', 'mentoring', 'u', 'development', 'side', 'thing', 'way', 'presentation', 'although', 'achieve', 'exactly', 'initially', 'set', 'definitely', 'ton', 'fun', 'learned', 'lot', 'along', 'way', 'mentorship', 'would', 'also', 'like', 'thank', 'dell', 'technology', 'internship', 'opportunity', 'next', 'semester', 'excited', 'come']",166,15,7,0.05
43,"I am glad to announce that my team is one of the top 39 student teams participating in Hacktrick Hackathon organized by Dell Technologies 💪
    Kicking it off with their amazing welcoming package!❤️
    Really excited to work with my team Mira Ehab, Youssef Soultan, and Sohaila Diab
    #Hacktrick #DellTechHackathon","['glad', 'announce', 'team', 'one', 'top', 'student', 'team', 'participating', 'hacktrick', 'hackathon', 'organized', 'dell', 'technology', 'kicking', 'amazing', 'welcoming', 'package', 'really', 'excited', 'work', 'team', 'mira', 'ehab', 'youssef', 'soultan', 'sohaila', 'diab', 'hacktrick', 'delltechhackathon']",29,5,0,0.17
44,"I am glad to announce that my team has qualified as one of the top 39 teams participating in Hacktrick Hackathon organised by Dell Technologies ♥️💪
    I am very excited to do great work with my teammates
    Ahmed Essam Dina Abdulrasoul Ahmed Omar
    #Hacktrick
    #DellTeckHackathon","['glad', 'announce', 'team', 'qualified', 'one', 'top', 'team', 'participating', 'hacktrick', 'hackathon', 'organised', 'dell', 'technology', 'excited', 'great', 'work', 'teammate', 'ahmed', 'essam', 'dina', 'abdulrasoul', 'ahmed', 'omar', 'hacktrick', 'dellteckhackathon']",25,6,0,0.24
45,"I am glad to announce that my team “ I Have No Toe And I Must Go “ has been accepted as one of the top 39 student teams participating in Dell Technologies’ Hackathon Hacktrick’22 🎉
    Thanks Dell Technologies for this awesome package ❤️
    We are looking forward to make something great Insha’Allah
    Eiad Essam Omar Alaskndrani Omar Sawan Karim Badreldeen Abdullah Hesham
    #Hacktrick #DellTechHackathon","['glad', 'announce', 'team', 'toe', 'must', 'go', 'accepted', 'one', 'top', 'student', 'team', 'participating', 'dell', 'technology', 'hackathon', 'hacktrick', 'thanks', 'dell', 'technology', 'awesome', 'package', 'looking', 'forward', 'make', 'something', 'great', 'insha', 'allah', 'eiad', 'essam', 'omar', 'alaskndrani', 'omar', 'sawan', 'karim', 'badreldeen', 'abdullah', 'hesham', 'hacktrick', 'delltechhackathon']",40,4,0,0.1
46,"Go team Delly Delly! This summer I had the opportunity to work with a great team, Pavan Govu, Karen DSouza, Jose Guajardo, and Katherine (Jiayu) Y., with us winning 1st place in Dell's P&O NA Intern Hackathon!
    Our team presented Dell a solution of bringing Dell products to the customer through AR vision with simple integration of IOS AR Kit and Swift programming.
    So proud of everyone and for #delltechnologies for giving us a chance to show off our product.

    #dell #dellinterns2022 #dellemc #isg #hackathon #hackathons #intern #ios #swift","['go', 'team', 'delly', 'delly', 'summer', 'opportunity', 'work', 'great', 'team', 'pavan', 'govu', 'karen', 'dsouza', 'jose', 'guajardo', 'katherine', 'jiayu', 'u', 'winning', 'st', 'place', 'dell', 'p', 'na', 'intern', 'hackathon', 'team', 'presented', 'dell', 'solution', 'bringing', 'dell', 'product', 'customer', 'ar', 'vision', 'simple', 'integration', 'io', 'ar', 'kit', 'swift', 'programming', 'proud', 'everyone', 'delltechnologies', 'giving', 'u', 'chance', 'show', 'product', 'dell', 'dellinterns', 'dellemc', 'isg', 'hackathon', 'hackathons', 'intern', 'io', 'swift']",60,6,0,0.1
47,"Last week I got the opportunity to participate in the Dell Technologies Intern Hackathon competition. The Hackathon involved two problem statements which were a Tech problem statement and a Non Tech problem statement. We decided to do the Non Tech problem statement.

    I was delighted to work with James Quigley, Siobhán Lenihan and Emma Holland. Throughout the time we worked together brainstorming possible solutions and in the end we presented to the Intern Core Team which was a great experience.

    Thank you to the Intern Core team Karen Gillan Claire Griffiths Aisling Brennan and Yael Noy for giving us an opportunity to participate in this.

    #iwork4dell #dellinterns2022 #hackathon2022","['last', 'week', 'got', 'opportunity', 'participate', 'dell', 'technology', 'intern', 'hackathon', 'competition', 'hackathon', 'involved', 'two', 'problem', 'statement', 'tech', 'problem', 'statement', 'non', 'tech', 'problem', 'statement', 'decided', 'non', 'tech', 'problem', 'statement', 'delighted', 'work', 'james', 'quigley', 'siobh', 'n', 'lenihan', 'emma', 'holland', 'throughout', 'time', 'worked', 'together', 'brainstorming', 'possible', 'solution', 'end', 'presented', 'intern', 'core', 'team', 'great', 'experience', 'thank', 'intern', 'core', 'team', 'karen', 'gillan', 'claire', 'griffith', 'aisling', 'brennan', 'yael', 'noy', 'giving', 'u', 'opportunity', 'participate', 'iwork', 'dell', 'dellinterns', 'hackathon']",70,5,4,0.01
48,"I am delighted to share that my team and I have won the Dell Ireland's 2021 ISG hackathon in the ""Innovating How We Work"" category.

    Great work by Ângelo Reis, Kieran Whooley and Caoimhe O'Keeffe! Well done everyone!

    I am looking forward to take our idea further over the coming months!

    #teamwork #hackathon #iwork4dell #delltechnologies","['delighted', 'share', 'team', 'dell', 'ireland', 'isg', 'hackathon', 'innovating', 'work', 'category', 'great', 'work', 'ngelo', 'real', 'kieran', 'whooley', 'caoimhe', 'keeffe', 'well', 'done', 'everyone', 'looking', 'forward', 'take', 'idea', 'coming', 'month', 'teamwork', 'hackathon', 'iwork', 'dell', 'delltechnologies']",32,5,0,0.16
49,"Extremely proud of my team on being named winners of the Dell Technologies EMEA Intern Hackathon 2022.

    From May to June, a number of teams were tasked with developing and prototyping a technical solution that would “diminish the manual tasks for administrators working on intern reporting, making their time more valuable.”

    Our solution incorporated a SharePoint site and PowerAutomate to automate the intern reporting process’ key functions such as notifying stakeholders and gathering data.

    I’d like to thank Karen Gillan and all involved in the Hackathon Core Team for hosting the event and a special thank you to my fellow Le Casa De Intern team members Yee How Siow Niamh Daly and Vitoria De Oliveira for the outstanding work they’ve done.

    #LeCasaDeIntern #iwork4dell #dellinterns2022 #internship2022 #hackathon","['extremely', 'proud', 'team', 'named', 'winner', 'dell', 'technology', 'emea', 'intern', 'hackathon', 'may', 'june', 'number', 'team', 'tasked', 'developing', 'prototyping', 'technical', 'solution', 'would', 'diminish', 'manual', 'task', 'administrator', 'working', 'intern', 'reporting', 'making', 'time', 'valuable', 'solution', 'incorporated', 'sharepoint', 'site', 'powerautomate', 'automate', 'intern', 'reporting', 'process', 'key', 'function', 'notifying', 'stakeholder', 'gathering', 'data', 'like', 'thank', 'karen', 'gillan', 'involved', 'hackathon', 'core', 'team', 'hosting', 'event', 'special', 'thank', 'fellow', 'le', 'casa', 'de', 'intern', 'team', 'member', 'yee', 'siow', 'niamh', 'daly', 'vitoria', 'de', 'oliveira', 'outstanding', 'work', 'done', 'lecasadeintern', 'iwork', 'dell', 'dellinterns', 'internship', 'hackathon']",80,8,0,0.1
50,"We finished 1st!

    I’m glad to announce that we won Dell Technologies’s AI Annual Hackathon for the working professionals. It was a tough challenge but we managed to pull through!
    Thanks for the organizers for such a great event.

    Special thanks to my teammates Ahmed El Mahdawy Mostafa Waleed Yosri Youssef Abed Hossam

    #ai #hacktrick #datascience","['finished', 'st', 'glad', 'announce', 'dell', 'technology', 'ai', 'annual', 'hackathon', 'working', 'professional', 'tough', 'challenge', 'managed', 'pull', 'thanks', 'organizer', 'great', 'event', 'special', 'thanks', 'teammate', 'ahmed', 'el', 'mahdawy', 'mostafa', 'waleed', 'yosri', 'youssef', 'abed', 'hossam', 'ai', 'hacktrick', 'datascience']",34,3,0,0.09
51,"Today is the last day of my internship at Dell Technologies in Austin, TX. This summer, I am so happy to work with two awesome teammates Chloe Fallon and Ryan Barner in the Storage Drives Planning team focusing on forecast modeling within Demand Planning.

    During my ten weeks internship, I am so grateful to have the chance taking this challenging project by building, leveraging, and improving Aging and Upgrades forecasting models using in storage drives demand planning. I would like to say a huge Thank You to my manager Juan Correa, project mentor Chandler Reed, project buddy Hrydika Nagar, and the whole storage drives planning team for always guiding and helping us along the way.

    Besides completing my intern project this summer, attending Dell’s P&O NA intern Hackathon and winning the 1st place of the Hackathon with four fantastic teammates Pavan Govu, Karen DSouza, William He, and Jose Guajardo was such an amazing experience. Within two days, our team Delly Delly presented Dell a solution to delight the customers through Augmented Reality technology by integrating IOS AR kit and Swift programming. Thank you Pushkala Iyer for being our team’s Hackathon advisor and offered so many helpful advice. I am so proud of everyone and also being thankful for this opportunity to implement our ideas and show our solutions.

    In the end, I would love to thank my coffee chat mentor Crystal Mountain, my ERG mentor Lakshmi Vidya Peri, and all the former or current SCDP members who spent time chatting with me in 1x1 about their career and experience, giving out great advice, and always being supportive and helpful whenever I reached out. Hanging out and getting to know other Dell interns this summer is such a wonderful and unforgettable experience! Thank you to all those people who helped me learn and grow this summer at Dell. I cannot wait to seeing everyone grow and make great accomplishments in the future!

    #iwork4dell #delltechnologies","['today', 'last', 'day', 'internship', 'dell', 'technology', 'austin', 'tx', 'summer', 'happy', 'work', 'two', 'awesome', 'teammate', 'chloe', 'fallon', 'ryan', 'barner', 'storage', 'drive', 'planning', 'team', 'focusing', 'forecast', 'modeling', 'within', 'demand', 'planning', 'ten', 'week', 'internship', 'grateful', 'chance', 'taking', 'challenging', 'project', 'building', 'leveraging', 'improving', 'aging', 'upgrade', 'forecasting', 'model', 'using', 'storage', 'drive', 'demand', 'planning', 'would', 'like', 'say', 'huge', 'thank', 'manager', 'juan', 'correa', 'project', 'mentor', 'chandler', 'reed', 'project', 'buddy', 'hrydika', 'nagar', 'whole', 'storage', 'drive', 'planning', 'team', 'always', 'guiding', 'helping', 'u', 'along', 'way', 'besides', 'completing', 'intern', 'project', 'summer', 'attending', 'dell', 'p', 'na', 'intern', 'hackathon', 'winning', 'st', 'place', 'hackathon', 'four', 'fantastic', 'teammate', 'pavan', 'govu', 'karen', 'dsouza', 'william', 'jose', 'guajardo', 'amazing', 'experience', 'within', 'two', 'day', 'team', 'delly', 'delly', 'presented', 'dell', 'solution', 'delight', 'customer', 'augmented', 'reality', 'technology', 'integrating', 'io', 'ar', 'kit', 'swift', 'programming', 'thank', 'pushkala', 'iyer', 'team', 'hackathon', 'advisor', 'offered', 'many', 'helpful', 'advice', 'proud', 'everyone', 'also', 'thankful', 'opportunity', 'implement', 'idea', 'show', 'solution', 'end', 'would', 'love', 'thank', 'coffee', 'chat', 'mentor', 'crystal', 'mountain', 'erg', 'mentor', 'lakshmi', 'vidya', 'peri', 'former', 'current', 'scdp', 'member', 'spent', 'time', 'chatting', 'x', 'career', 'experience', 'giving', 'great', 'advice', 'always', 'supportive', 'helpful', 'whenever', 'reached', 'hanging', 'getting', 'know', 'dell', 'intern', 'summer', 'wonderful', 'unforgettable', 'experience', 'thank', 'people', 'helped', 'learn', 'grow', 'summer', 'dell', 'wait', 'seeing', 'everyone', 'grow', 'make', 'great', 'accomplishment', 'future', 'iwork', 'dell', 'delltechnologies']",200,28,1,0.14
52,"This morning, my team and I got the opportunity to compete in the Dell Technologies EMEA Intern Hackathon Final 2022. It was amazing to be one of four groups to get into the final and showcase our solution to the given problem statement which was 'How might we create a dynamic way of showcasing our program achievements to our stakeholders'. In the picture below is a summary of our idea we created to solve this problem.

    It has been an unreal experience getting not only the opportunity to take part in this but to be apart of the Intern Core Team also, helping to organise the event! Proud to have worked with such a fantastic team.
    Caleb Sullivan Georgia Ahearne Jessica Naujoks Finnian Breen Maciej Chudy Karen Gillan

    #iwork4dell #hackathon2022 #intern","['morning', 'team', 'got', 'opportunity', 'compete', 'dell', 'technology', 'emea', 'intern', 'hackathon', 'final', 'amazing', 'one', 'four', 'group', 'get', 'final', 'showcase', 'solution', 'given', 'problem', 'statement', 'might', 'create', 'dynamic', 'way', 'showcasing', 'program', 'achievement', 'stakeholder', 'picture', 'summary', 'idea', 'created', 'solve', 'problem', 'unreal', 'experience', 'getting', 'opportunity', 'take', 'part', 'apart', 'intern', 'core', 'team', 'also', 'helping', 'organise', 'event', 'proud', 'worked', 'fantastic', 'team', 'caleb', 'sullivan', 'georgia', 'ahearne', 'jessica', 'naujoks', 'finnian', 'breen', 'maciej', 'chudy', 'karen', 'gillan', 'iwork', 'dell', 'hackathon', 'intern']",70,8,2,0.09
53,"It's hackathon day, here at Dell EMC !
    time to judge the submissions. every year, I'm amazed of the ideas coming through","['hackathon', 'day', 'dell', 'emc', 'time', 'judge', 'submission', 'every', 'year', 'amazed', 'idea', 'coming']",12,1,0,0.08
54,"Today my team and I were 1 of 4 groups of finalists to compete in the Dell Technologies intern EMEA Hackathon final. This competition saw teams from across the EMEA region competing against each other. Our solution was aimed at making the intern core teams current process more efficient by introducing automation where possible and making the data collected more easily analysed and managed

    Unfortunately we didn't win but it was a great opportunity to collaborate with interns working in various areas of the organisation situated throughout the EMEA region

    I've included a slide from our presentation which shows an overview of our solution","['today', 'team', 'group', 'finalist', 'compete', 'dell', 'technology', 'intern', 'emea', 'hackathon', 'final', 'competition', 'saw', 'team', 'across', 'emea', 'region', 'competing', 'solution', 'aimed', 'making', 'intern', 'core', 'team', 'current', 'process', 'efficient', 'introducing', 'automation', 'possible', 'making', 'data', 'collected', 'easily', 'analysed', 'managed', 'unfortunately', 'win', 'great', 'opportunity', 'collaborate', 'intern', 'working', 'various', 'area', 'organisation', 'situated', 'throughout', 'emea', 'region', 'included', 'slide', 'presentation', 'show', 'overview', 'solution']",56,3,1,0.04
55,"Last Week, my team and I were delighted to have the opportunity to compete in the Dell Technologies EMEA Intern Hackathon Final.

    We were one of four groups to make it to the final, our team came up with a non-technical solution to this years problem statement was

    “How might we create a dynamic way of showcasing our program achievements to our stakeholders”

    We created a dynamic solution by introducing automation and making sure the data collected is more accessible and managed effectively.

    It has been a brilliant few weeks networking and working with my team.
    Caleb Sullivan Rebecca Keenan Jessica Naujoks Finnian Breen Maciej Chudy

    #iwork4dell #hackathon2022 #dellinterns2022","['last', 'week', 'team', 'delighted', 'opportunity', 'compete', 'dell', 'technology', 'emea', 'intern', 'hackathon', 'final', 'one', 'four', 'group', 'make', 'final', 'team', 'came', 'non', 'technical', 'solution', 'year', 'problem', 'statement', 'might', 'create', 'dynamic', 'way', 'showcasing', 'program', 'achievement', 'stakeholder', 'created', 'dynamic', 'solution', 'introducing', 'automation', 'making', 'sure', 'data', 'collected', 'accessible', 'managed', 'effectively', 'brilliant', 'week', 'networking', 'working', 'team', 'caleb', 'sullivan', 'rebecca', 'keenan', 'jessica', 'naujoks', 'finnian', 'breen', 'maciej', 'chudy', 'iwork', 'dell', 'hackathon', 'dellinterns']",64,7,1,0.09
56,"Yesterday, my team and I had the opportunity to compete in this years Dell Technologies EMEA Intern Hackathon final. As one of four finalists across the EMEA region our team showcased a solution around automating processes and dynamic showcasing of program achievements accomplished by the intern core team.

    A massive thank you to the intern core team Karen Gillan, Yael Noy, Claire Griffiths, Martina Talty and Aisling Brennan for organizing and making this great event possible. As well as to my fantastic team Rebecca Keenan, Georgia Ahearne, Caleb Sullivan, Finnian Breen and Maciej Chudy for brining this project together and making this an unforgettable experience.

    #iwork4dell #DellInterns2022 #EMEAInternHacakthon #BitByBit","['yesterday', 'team', 'opportunity', 'compete', 'year', 'dell', 'technology', 'emea', 'intern', 'hackathon', 'final', 'one', 'four', 'finalist', 'across', 'emea', 'region', 'team', 'showcased', 'solution', 'around', 'automating', 'process', 'dynamic', 'showcasing', 'program', 'achievement', 'accomplished', 'intern', 'core', 'team', 'massive', 'thank', 'intern', 'core', 'team', 'karen', 'gillan', 'yael', 'noy', 'claire', 'griffith', 'martina', 'talty', 'aisling', 'brennan', 'organizing', 'making', 'great', 'event', 'possible', 'well', 'fantastic', 'team', 'rebecca', 'keenan', 'georgia', 'ahearne', 'caleb', 'sullivan', 'finnian', 'breen', 'maciej', 'chudy', 'brining', 'project', 'together', 'making', 'unforgettable', 'experience', 'iwork', 'dell', 'dellinterns', 'emeainternhacakthon', 'bitbybit']",75,8,0,0.11
57,"It was a pleasure to be nominated to present today along with my team at the final of the Dell Technologies EMEA intern Hackathon competition.

    Four teams from across the EMEA region reached the final, and presented their solutions to the technical and non technical problem statements. Our solution focused on realising the modes of communication best suited to different sets of stakeholders, namely students and the social media app: Tiktok.

    Collaborating with my team to bring this project together was a thoroughly enjoyable experience. I’d like to thank them, and the EMEA internship core team for making it all possible!

    #Dellinterns2022 #iwork4dell","['pleasure', 'nominated', 'present', 'today', 'along', 'team', 'final', 'dell', 'technology', 'emea', 'intern', 'hackathon', 'competition', 'four', 'team', 'across', 'emea', 'region', 'reached', 'final', 'presented', 'solution', 'technical', 'non', 'technical', 'problem', 'statement', 'solution', 'focused', 'realising', 'mode', 'communication', 'best', 'suited', 'different', 'set', 'stakeholder', 'namely', 'student', 'social', 'medium', 'app', 'tiktok', 'collaborating', 'team', 'bring', 'project', 'together', 'thoroughly', 'enjoyable', 'experience', 'like', 'thank', 'emea', 'internship', 'core', 'team', 'making', 'possible', 'dellinterns', 'iwork', 'dell']",62,5,1,0.06
58,"I am thrilled to announce that me and my team has won the Dell Technologies ISG Global level Hackathon.
    Really enjoyed being part of the discussions, framing, choosing and implementing idea with Deepak Vijay, Pujan Jain, Ravi Mulchandani. Late night hard work really paid off team 😊.

    #teamworkmakesdreamwork #hackathon","['thrilled', 'announce', 'team', 'dell', 'technology', 'isg', 'global', 'level', 'hackathon', 'really', 'enjoyed', 'part', 'discussion', 'framing', 'choosing', 'implementing', 'idea', 'deepak', 'vijay', 'pujan', 'jain', 'ravi', 'mulchandani', 'late', 'night', 'hard', 'work', 'really', 'paid', 'team', 'teamworkmakesdreamwork', 'hackathon']",32,3,1,0.06
